Date,Price,Ticker,Daily_Return,MA_20,MA_50,Volatility
2023-02-24,1088.1510009765625,RELIANCE.NS,0.006842678152528814,1080.8402038574218,,0.011598326595855288
2023-02-27,1080.91552734375,RELIANCE.NS,-0.006649328655966902,1081.025079345703,,0.011537241527958254
2023-02-28,1060.2362060546875,RELIANCE.NS,-0.01913130190652368,1080.3106628417968,,0.012317657231860438
2023-03-01,1069.982421875,RELIANCE.NS,0.009192494808849982,1080.4019592285156,,0.012436744631535565
2023-03-02,1061.8338623046875,RELIANCE.NS,-0.007615601344210132,1080.381414794922,,0.012495451822022382
2023-03-03,1088.927001953125,RELIANCE.NS,0.025515422525358655,1081.6687316894531,,0.01373396958460984
2023-03-06,1099.5633544921875,RELIANCE.NS,0.009767736974090058,1083.888446044922,,0.013693939208631703
2023-03-08,1103.5120849609375,RELIANCE.NS,0.0035911804923451918,1086.4322692871094,,0.013654587813272116
2023-03-09,1076.9896240234375,RELIANCE.NS,-0.024034590376451392,1086.5988891601562,,0.014216837690558263
2023-03-10,1060.3046875,RELIANCE.NS,-0.015492198022396542,1085.8376831054688,,0.014637757705548293
2023-03-13,1042.866455078125,RELIANCE.NS,-0.01644643528172174,1084.64736328125,,0.014974178804984029
2023-03-14,1038.9635009765625,RELIANCE.NS,-0.0037425253085450194,1083.5654663085938,1098.9640283203125,0.014948500857190251
2023-03-15,1021.2056884765625,RELIANCE.NS,-0.01709185402885538,1080.3460205078125,1095.8703491210938,0.014188071781950962
2023-03-16,1016.11572265625,RELIANCE.NS,-0.004984270923819256,1075.6429626464844,1092.8469702148439,0.012845766593782799
2023-03-17,1014.8377075195312,RELIANCE.NS,-0.0012577456565457945,1070.919369506836,1090.1495324707032,0.012839262161571906
2023-03-20,1004.8631591796875,RELIANCE.NS,-0.00982871277440367,1065.4653778076172,1087.2936877441407,0.012730501097787943
2023-03-21,1036.1102294921875,RELIANCE.NS,0.031095846262299442,1062.162612915039,1084.8541662597656,0.01499033070140316
2023-03-22,1039.26025390625,RELIANCE.NS,0.003040240627299351,1058.5677032470703,1081.9307653808594,0.01483301655840066
2023-03-23,1026.1131591796875,RELIANCE.NS,-0.01265043541995059,1055.5753692626954,1079.095008544922,0.014301176664554365
2023-03-24,1005.7989501953125,RELIANCE.NS,-0.019797240492086643,1051.8275299072266,1076.1474060058595,0.014799755670964483
2023-03-27,1021.4338989257812,RELIANCE.NS,0.015544805179437349,1048.4916748046876,1074.0105444335939,0.015240680432774012
2023-03-28,1026.2044677734375,RELIANCE.NS,0.004670462623840299,1045.756121826172,1072.0056103515626,0.015309960815479154
2023-03-29,1020.1329345703125,RELIANCE.NS,-0.005916494610765488,1043.750958251953,1070.0938012695312,0.01483131023210344
2023-03-31,1064.116455078125,RELIANCE.NS,0.043115479382438204,1043.4576599121094,1068.744853515625,0.017799921237029583
2023-04-03,1064.299072265625,RELIANCE.NS,0.00017161391183129204,1043.5809204101563,1067.4369921875,0.017712420179929588
2023-04-05,1061.74267578125,RELIANCE.NS,-0.0024019531267025496,1042.2217041015624,1066.1021948242187,0.016688072632925606
2023-04-06,1068.8638916015625,RELIANCE.NS,0.006707101431213225,1040.6867309570312,1065.1782421875,0.016596639317895137
2023-04-10,1061.2861328125,RELIANCE.NS,-0.0070895451222589,1038.5754333496093,1064.2154907226563,0.016603303027710604
2023-04-11,1066.5357666015625,RELIANCE.NS,0.004946482976415201,1038.0527404785157,1063.4887451171876,0.015808046626347747
2023-04-12,1071.23779296875,RELIANCE.NS,0.004408690748525235,1038.5993957519531,1063.1609814453125,0.015427862443339204
2023-04-13,1075.27783203125,RELIANCE.NS,0.003771374655578308,1040.2199645996093,1063.3266918945312,0.014903904029972962
2023-04-17,1080.73291015625,RELIANCE.NS,0.005073180123777998,1042.3084350585937,1063.3969897460938,0.01486679139752057
2023-04-18,1068.36181640625,RELIANCE.NS,-0.011446948301233273,1044.666241455078,1063.2737353515624,0.014533580953602961
2023-04-19,1073.6800537109375,RELIANCE.NS,0.004977936522083004,1047.5444580078124,1063.3842065429687,0.014439083458232353
2023-04-20,1070.9638671875,RELIANCE.NS,-0.0025297913601445288,1050.350765991211,1063.5585888671876,0.01446094600882836
2023-04-21,1072.310546875,RELIANCE.NS,0.0012574464263079843,1053.7231353759767,1063.7411865234376,0.014161034482108047
2023-04-24,1076.4190673828125,RELIANCE.NS,0.003831465166304504,1055.738577270508,1064.1661865234375,0.012572431134510271
2023-04-25,1084.65869140625,RELIANCE.NS,0.0076546618999151494,1058.0084991455078,1064.8066479492188,0.012635015671879453
2023-04-26,1078.2906494140625,RELIANCE.NS,-0.005871009970824459,1060.6173736572266,1064.89931640625,0.012301763488485235
2023-04-27,1085.115234375,RELIANCE.NS,0.006329077382472015,1064.583187866211,1065.091044921875,0.011135255317872182
2023-04-28,1104.9500732421875,RELIANCE.NS,0.01827901612551952,1068.7589965820312,1065.8565893554687,0.01130179949307299
2023-05-02,1114.3310546875,RELIANCE.NS,0.008489959566938987,1073.1653259277343,1066.931181640625,0.011345964131453605
2023-05-03,1104.7674560546875,RELIANCE.NS,-0.00858236750432706,1077.3970520019532,1067.314638671875,0.011485718062578539
2023-05-04,1117.503662109375,RELIANCE.NS,0.011528404448272411,1080.0664123535157,1067.4611743164062,0.007206468405910493
2023-05-05,1114.650634765625,RELIANCE.NS,-0.0025530362364671877,1082.5839904785157,1067.5679956054687,0.007277710139318992
2023-05-08,1128.4140625,RELIANCE.NS,0.012347750322027062,1085.9175598144532,1067.8574169921876,0.007515446466789359
2023-05-09,1131.9061279296875,RELIANCE.NS,0.003094666705899529,1089.0696716308594,1068.4522290039063,0.007466850604024653
2023-05-10,1139.6895751953125,RELIANCE.NS,0.006876407039037247,1092.98984375,1069.0228515625,0.007129283752041379
2023-05-11,1132.2486572265625,RELIANCE.NS,-0.006528898860441723,1096.27548828125,1069.9486279296875,0.00746842675149213
2023-05-12,1134.097412109375,RELIANCE.NS,0.001632817023904387,1099.4184692382812,1071.0154614257813,0.007467062136582987
2023-05-15,1136.334228515625,RELIANCE.NS,0.0019723318141513513,1102.4712890625,1071.9791259765625,0.0074666154666863755
2023-05-16,1120.1513671875,RELIANCE.NS,-0.01424128651766865,1104.4422119140625,1072.7638427734375,0.008352496732395173
2023-05-17,1113.5321044921875,RELIANCE.NS,-0.0059092573461141384,1106.7007263183593,1073.8297607421875,0.007972486749725281
2023-05-18,1111.1356201171875,RELIANCE.NS,-0.002152146638010888,1108.573504638672,1074.6528247070312,0.007996534840838726
2023-05-19,1114.7418212890625,RELIANCE.NS,0.0032455094648973226,1110.76240234375,1075.7109838867189,0.007938055129324325
2023-05-22,1120.6990966796875,RELIANCE.NS,0.005344085309131108,1113.1818298339845,1076.34642578125,0.007969519147592342
2023-05-23,1120.4937744140625,RELIANCE.NS,-0.0001832090935321995,1115.385565185547,1076.7650341796875,0.007977864165385278
2023-05-24,1113.9658203125,RELIANCE.NS,-0.005825961955903014,1116.8509216308594,1076.9741088867188,0.00804757834450178
2023-05-25,1113.8289794921875,RELIANCE.NS,-0.00012284113014715548,1118.6278381347656,1077.7108959960938,0.007876389417971521
2023-05-26,1144.2088623046875,RELIANCE.NS,0.027275177223661906,1121.58251953125,1079.3889794921874,0.00971012971331589
2023-05-29,1150.645263671875,RELIANCE.NS,0.005625197967985551,1123.8672790527344,1081.5445556640625,0.009029992561438521
2023-05-30,1150.3487548828125,RELIANCE.NS,-0.0002576891405403625,1125.6681640625,1083.7722607421874,0.00891359809834354
2023-05-31,1127.5008544921875,RELIANCE.NS,-0.01986171610448051,1126.804833984375,1085.8981640625,0.00989634816577916
2023-06-01,1124.46533203125,RELIANCE.NS,-0.0026922573484918777,1127.1529174804687,1088.06515625,0.00961180246941915
2023-06-02,1120.79052734375,RELIANCE.NS,-0.0032680462285678002,1127.459912109375,1090.1842126464844,0.009624506516927252
2023-06-05,1130.8563232421875,RELIANCE.NS,0.008980978740330103,1127.5820251464843,1092.7040759277343,0.009430523003346312
2023-06-06,1131.8148193359375,RELIANCE.NS,0.0008475843253030746,1127.577459716797,1094.6181677246093,0.009406952856149954
2023-06-07,1140.39697265625,RELIANCE.NS,0.007582647950614252,1127.6128295898438,1096.6409020996093,0.009435257699565495
2023-06-08,1141.0816650390625,RELIANCE.NS,0.000600398281677128,1128.0544799804688,1098.940272216797,0.009306498163066411
2023-06-09,1133.0018310546875,RELIANCE.NS,-0.007080855149923404,1127.9997009277345,1101.4843298339845,0.009450063575982338
2023-06-12,1134.006103515625,RELIANCE.NS,0.000886382028176147,1127.8832946777343,1103.7357739257814,0.009441213591632764
2023-06-13,1150.7593994140625,RELIANCE.NS,0.014773550024553828,1129.4136962890625,1106.2268725585936,0.00937647460969041
2023-06-14,1164.910888671875,RELIANCE.NS,0.012297522197097122,1131.9826354980469,1109.122431640625,0.009513298381383092
2023-06-15,1165.23046875,RELIANCE.NS,0.00027433864790227247,1134.6873779296875,1111.1447119140626,0.009468890631347836
2023-06-16,1176.574462890625,RELIANCE.NS,0.009735408097244713,1137.7790100097657,1113.3902197265625,0.009608765790516536
2023-06-19,1164.8880615234375,RELIANCE.NS,-0.009932564181680537,1139.988458251953,1115.4531274414062,0.009991003056974746
2023-06-20,1167.3074951171875,RELIANCE.NS,0.0020769665976194673,1142.3291442871093,1117.4219995117187,0.009977988916880341
2023-06-21,1170.59423828125,RELIANCE.NS,0.002815661835301242,1145.1605651855468,1119.6081616210938,0.009802460852824244
2023-06-22,1157.4471435546875,RELIANCE.NS,-0.011231128854577332,1147.3414733886718,1121.4263891601563,0.010264370891282935
2023-06-23,1147.9749755859375,RELIANCE.NS,-0.008183672162911604,1147.5297790527343,1122.9611328125,0.008589577777413726
2023-06-26,1139.2100830078125,RELIANCE.NS,-0.007635090280301071,1146.9580200195312,1124.2397778320312,0.008660209101120002
2023-06-27,1139.62109375,RELIANCE.NS,0.0003607857306724416,1146.4216369628907,1125.4175415039062,0.008662087000525622
2023-06-28,1154.708251953125,RELIANCE.NS,0.01323874951584103,1147.7820068359374,1127.1444702148438,0.007881491099529587
2023-06-30,1164.180419921875,RELIANCE.NS,0.008203083292016355,1149.7677612304688,1128.9544775390625,0.007972686298026006
2023-07-03,1194.0582275390625,RELIANCE.NS,0.025664241646662145,1153.4311462402343,1131.4163647460937,0.009491202575196155
2023-07-04,1181.755615234375,RELIANCE.NS,-0.010303192943984851,1155.9761108398438,1133.6052661132812,0.009847330476826831
2023-07-05,1179.8155517578125,RELIANCE.NS,-0.0016416790845353857,1158.3761474609375,1135.6731958007813,0.009881654244748524
2023-07-06,1204.5804443359375,RELIANCE.NS,0.02099047816519084,1161.5853210449218,1138.071630859375,0.010692900962419918
2023-07-07,1202.2294921875,RELIANCE.NS,-0.0019516771665121224,1164.6427124023437,1140.5504077148437,0.010735616807548039
2023-07-10,1248.5411376953125,RELIANCE.NS,0.03852146849562543,1170.419677734375,1143.81892578125,0.01313148206496324
2023-07-11,1262.076171875,RELIANCE.NS,0.010840679390565988,1176.8231811523438,1146.9614477539062,0.013158054363443788
2023-07-12,1263.468505859375,RELIANCE.NS,0.0011032091528251353,1182.4586364746094,1149.9441967773437,0.013002141383519569
2023-07-13,1252.170166015625,RELIANCE.NS,-0.008942320122229841,1186.821600341797,1152.8922509765625,0.013219868025801247
2023-07-14,1251.120361328125,RELIANCE.NS,-0.0008383881967419793,1191.1160949707032,1155.5645849609375,0.013237374565278055
2023-07-17,1276.68408203125,RELIANCE.NS,0.020432662990144124,1196.1215759277343,1158.80525390625,0.013704310163900045
2023-07-18,1287.52587890625,RELIANCE.NS,0.008492153248868206,1202.253466796875,1161.987490234375,0.013319618527602467
2023-07-19,1297.294921875,RELIANCE.NS,0.007587453680580669,1208.7528381347656,1165.2952661132813,0.01331077082538293
2023-07-20,1295.7237548828125,RELIANCE.NS,-0.0012111101074200326,1215.0093139648438,1168.4159497070314,0.013381804463784596
2023-07-21,1255.6134033203125,RELIANCE.NS,-0.030955943665729624,1219.917626953125,1170.8832446289061,0.015250893394130605
2023-07-24,1230.216796875,RELIANCE.NS,-0.020226453762084984,1224.029718017578,1172.8056323242188,0.01598515003105954
2023-07-25,1229.425537109375,RELIANCE.NS,-0.000643187255803146,1228.5404907226562,1174.6674584960938,0.015802228126630992
2023-07-26,1249.4063720703125,RELIANCE.NS,0.016252171732105358,1234.0297546386719,1177.25255859375,0.016011139828195877
2023-07-27,1237.7838134765625,RELIANCE.NS,-0.009302464637258923,1238.1835327148438,1179.7375927734374,0.016173254808518604
2023-07-28,1250.22265625,RELIANCE.NS,0.010049285374398753,1242.48564453125,1182.5193334960939,0.01620612391026537
2023-07-31,1260.8065185546875,RELIANCE.NS,0.008465581911971887,1245.8230590820312,1185.4406274414061,0.015416125653824914
2023-08-01,1242.9769287109375,RELIANCE.NS,-0.014141416292952513,1248.8841247558594,1187.8861840820311,0.015610959139129587
2023-08-02,1229.6976318359375,RELIANCE.NS,-0.010683462072599847,1251.3782287597655,1190.0702612304688,0.015870372634002556
2023-08-03,1224.5291748046875,RELIANCE.NS,-0.004203030808096697,1252.375665283203,1192.2815283203124,0.01528893751031969
2023-08-04,1241.171630859375,RELIANCE.NS,0.01359090203574942,1254.322772216797,1194.8283813476562,0.015527778353666154
2023-08-07,1248.2442626953125,RELIANCE.NS,0.005698351186967265,1254.307928466797,1196.9090893554687,0.012953440751728197
2023-08-08,1240.7265625,RELIANCE.NS,-0.006022619466385271,1253.2404479980469,1198.7107153320312,0.012762765090226861
2023-08-09,1248.911865234375,RELIANCE.NS,0.006597185054120214,1252.5126159667968,1200.6819775390625,0.012864039598670298
2023-08-10,1254.4759521484375,RELIANCE.NS,0.00445514777219147,1252.6279052734376,1203.2214794921874,0.012749611186929603
2023-08-11,1259.767822265625,RELIANCE.NS,0.004218391040597069,1253.0602783203126,1205.927529296875,0.012778676372446991
2023-08-14,1274.65478515625,RELIANCE.NS,0.011817227450572343,1252.9588134765625,1209.004814453125,0.012200773022816204
2023-08-16,1273.6162109375,RELIANCE.NS,-0.0008147886242176883,1252.263330078125,1211.8600122070313,0.012035868096756325
2023-08-17,1255.242431640625,RELIANCE.NS,-0.014426464690921459,1250.1607055664062,1214.328564453125,0.012264303779377692
2023-08-18,1264.5406494140625,RELIANCE.NS,0.007407507537236846,1248.6015502929688,1216.8114379882813,0.01242806105325547
2023-08-21,1250.74267578125,RELIANCE.NS,-0.010911451236625624,1248.3580139160156,1219.004658203125,0.010566121310325482
2023-08-22,1250.44482421875,RELIANCE.NS,-0.0002381397614932279,1249.3694152832031,1221.3535180664062,0.00945301397530882
2023-08-23,1251.8345947265625,RELIANCE.NS,0.0011114208967042405,1250.4898681640625,1223.710087890625,0.00944648608671681
2023-08-24,1230.7904052734375,RELIANCE.NS,-0.016810678936159063,1249.5590698242188,1225.3107080078125,0.009519638528965627
2023-08-25,1225.1075439453125,RELIANCE.NS,-0.004617245392697478,1248.9252563476562,1226.5146411132812,0.009353183884874485
2023-08-28,1212.897705078125,RELIANCE.NS,-0.00996634044703304,1247.0590087890625,1227.4679858398438,0.00923818190990896
2023-08-29,1201.2838134765625,RELIANCE.NS,-0.009575326553045493,1244.0828735351563,1227.9621728515624,0.00909629636366283
2023-08-30,1200.142333984375,RELIANCE.NS,-0.0009502163263850338,1241.941143798828,1228.6672583007812,0.00866636017739022
2023-08-31,1194.6578369140625,RELIANCE.NS,-0.0045698721851635815,1240.1891540527345,1229.2142651367187,0.008438236306038164
2023-09-01,1197.4619140625,RELIANCE.NS,0.002347180139612881,1238.835791015625,1229.7516186523437,0.008451251862647233
2023-09-04,1196.494140625,RELIANCE.NS,-0.0008081872384706479,1236.6019165039063,1230.53255859375,0.0077168141075195165
2023-09-05,1202.89697265625,RELIANCE.NS,0.005351327527525873,1234.3345520019532,1231.6309985351563,0.007699430356189005
2023-09-06,1205.4281005859375,RELIANCE.NS,0.002104193449001812,1232.56962890625,1232.9553588867188,0.007680402908656476
2023-09-07,1207.06591796875,RELIANCE.NS,0.0013587018437817289,1230.4773315429688,1234.3042553710939,0.007479517109538776
2023-09-08,1215.1064453125,RELIANCE.NS,0.0066612164456441025,1228.508856201172,1235.5122192382812,0.007590141422047017
2023-09-11,1228.20947265625,RELIANCE.NS,0.010783439915323711,1226.9309387207031,1236.7928002929686,0.007985129705282954
2023-09-12,1210.4658203125,RELIANCE.NS,-0.01444676395906297,1223.7214904785155,1237.1209521484375,0.00788423382620361
2023-09-13,1216.52099609375,RELIANCE.NS,0.005002351722485532,1220.8667297363281,1237.816259765625,0.008057043078514325
2023-09-14,1217.6376953125,RELIANCE.NS,0.0009179448791560851,1218.9864929199218,1238.5727026367188,0.007552262251823354
2023-09-15,1219.89599609375,RELIANCE.NS,0.0018546574157023432,1216.7542602539063,1238.879013671875,0.00730590550083529
2023-09-18,1209.274658203125,RELIANCE.NS,-0.008706756907667312,1214.680859375,1239.0199169921875,0.007176198504491104
2023-09-20,1182.3240966796875,RELIANCE.NS,-0.022286551149168776,1211.2748229980468,1237.695576171875,0.008514975620414289
2023-09-21,1173.7127685546875,RELIANCE.NS,-0.007283390526491962,1207.3687316894532,1235.9283081054687,0.00852088056109081
2023-09-22,1168.823974609375,RELIANCE.NS,-0.004165238784385572,1204.27041015625,1234.0354174804688,0.007903142666971674
2023-09-25,1161.6273193359375,RELIANCE.NS,-0.0061571762983752,1201.0963989257812,1232.224560546875,0.007931794956111907
2023-09-26,1162.644775390625,RELIANCE.NS,0.0008758885382182946,1198.5837524414062,1230.455048828125,0.007772674932114696
2023-09-27,1175.747802734375,RELIANCE.NS,0.011270017825820933,1197.306951904297,1228.4363232421874,0.008105828491837233
2023-09-28,1158.4757080078125,RELIANCE.NS,-0.014690305766588474,1195.2236206054688,1225.8553198242187,0.008660870988397292
2023-09-29,1163.8856201171875,RELIANCE.NS,0.004669853732779838,1193.685009765625,1223.1871337890625,0.008747378413891567
2023-10-03,1150.5592041015625,RELIANCE.NS,-0.011449936132283511,1191.3398742675781,1220.2838427734375,0.008988054471831501
2023-10-04,1148.5738525390625,RELIANCE.NS,-0.0017255535877011008,1188.9438598632812,1218.1430517578126,0.00898422192049035
2023-10-05,1148.5491943359375,RELIANCE.NS,-2.1468539502689232e-05,1186.2264709472656,1216.5096997070314,0.008831774263064416
2023-10-06,1150.4847412109375,RELIANCE.NS,0.0016852102500659605,1183.4793029785155,1214.9308837890626,0.008821338892429762
2023-10-09,1140.6822509765625,RELIANCE.NS,-0.008520313119544265,1180.1601196289062,1212.7564013671874,0.00888249372100244
2023-10-10,1145.719970703125,RELIANCE.NS,0.004416409321920778,1176.6907958984375,1210.9151245117187,0.008770300219649488
2023-10-11,1163.910400390625,RELIANCE.NS,0.015876854862132417,1173.4758422851562,1209.1888793945313,0.009249382317392581
2023-10-12,1166.0693359375,RELIANCE.NS,0.0018548984063984086,1171.2560180664063,1207.2941357421876,0.008864847748472378
2023-10-13,1166.019775390625,RELIANCE.NS,-4.250222979673701e-05,1168.73095703125,1205.7549926757813,0.008730995461473422
2023-10-16,1163.4140625,RELIANCE.NS,-0.002234707288520932,1166.019775390625,1204.4293212890625,0.008702407400698962
2023-10-17,1168.972900390625,RELIANCE.NS,0.00477803910903396,1163.4736206054688,1203.3181958007813,0.008798802333965879
2023-10-18,1153.4627685546875,RELIANCE.NS,-0.013268170571580029,1160.6830261230468,1201.5640185546874,0.009035204108132149
2023-10-19,1144.603271484375,RELIANCE.NS,-0.007680782866891889,1158.7969848632813,1199.4911987304688,0.007848896183683547
2023-10-20,1141.104248046875,RELIANCE.NS,-0.003056974870395357,1157.1665588378905,1197.4987524414062,0.007743750194719644
2023-10-23,1123.2860107421875,RELIANCE.NS,-0.015614907520662857,1154.8896606445312,1194.9862353515625,0.008359312624183237
2023-10-25,1120.680419921875,RELIANCE.NS,-0.0023196147689855673,1152.8423156738281,1192.3103247070312,0.008301546001095502
2023-10-26,1105.07080078125,RELIANCE.NS,-0.013928698015187257,1149.9636169433593,1189.2163842773436,0.008704418213798498
2023-10-27,1124.5765380859375,RELIANCE.NS,0.0176511199924001,1147.4050537109374,1186.2148193359376,0.009330174724139051
2023-10-30,1147.7550048828125,RELIANCE.NS,0.020610839735573316,1146.8690185546875,1183.6975952148437,0.010142856448165852
2023-10-31,1135.5452880859375,RELIANCE.NS,-0.01063791204998632,1145.452001953125,1181.30365234375,0.01031498086879711
2023-11-01,1140.2603759765625,RELIANCE.NS,0.0041522675846532575,1144.937060546875,1178.818046875,0.010084933469935303
2023-11-02,1151.57666015625,RELIANCE.NS,0.009924298360359796,1145.0872009277343,1176.8347265625,0.010337693219135663
2023-11-03,1151.3284912109375,RELIANCE.NS,-0.00021550362550659674,1145.2261657714844,1174.8523999023437,0.010337984470411512
2023-11-06,1160.9075927734375,RELIANCE.NS,0.00832004213882076,1145.7473083496093,1173.0338598632814,0.010494386983218425
2023-11-07,1153.3634033203125,RELIANCE.NS,-0.006498527100767593,1146.381365966797,1171.4853198242188,0.010412307695458459
2023-11-08,1159.3690185546875,RELIANCE.NS,0.005207045079708594,1147.063818359375,1170.1705493164063,0.010429030009508043
2023-11-09,1146.787109375,RELIANCE.NS,-0.010852376575814171,1146.2076538085937,1168.8483374023438,0.010081053486310228
2023-11-10,1148.9461669921875,RELIANCE.NS,0.0018827013309943297,1145.351495361328,1167.8015844726563,0.010081425178596379
2023-11-13,1148.79736328125,RELIANCE.NS,-0.00012951321411958094,1144.4903747558594,1166.7746850585938,0.010081149268452055
2023-11-15,1169.5684814453125,RELIANCE.NS,0.018080750207099205,1144.798095703125,1166.2728979492188,0.010907522935968255
2023-11-16,1171.6778564453125,RELIANCE.NS,0.0018035497993185157,1144.9333435058593,1165.757216796875,0.010863731862299051
2023-11-17,1169.121826171875,RELIANCE.NS,-0.002181512827418408,1145.7162963867188,1165.2097705078124,0.010415472704903669
2023-11-20,1166.0445556640625,RELIANCE.NS,-0.00263212134007329,1146.7883605957031,1164.4727221679686,0.010261039667035935
2023-11-21,1180.7109375,RELIANCE.NS,0.012577891440507694,1148.7686950683594,1163.97837890625,0.010529497488969124
2023-11-22,1185.3267822265625,RELIANCE.NS,0.0039093774606135945,1151.8707336425782,1163.5435961914063,0.009706777098228599
2023-11-23,1188.9500732421875,RELIANCE.NS,0.0030567865924862048,1155.2842163085938,1163.02046875,0.009633562721734185
2023-11-24,1188.1558837890625,RELIANCE.NS,-0.0006679754440481744,1159.4384704589843,1162.2193969726563,0.00882953386119612
2023-11-28,1188.404052734375,RELIANCE.NS,0.00020886901180094952,1162.6298461914062,1161.7781616210937,0.008215778060142214
2023-11-29,1191.5308837890625,RELIANCE.NS,0.0026311177982716316,1164.8186401367188,1161.278359375,0.007067250208632153
2023-11-30,1179.9913330078125,RELIANCE.NS,-0.00968464262088975,1167.0409423828125,1160.5254321289062,0.006980949812234673
2023-12-01,1188.3544921875,RELIANCE.NS,0.007087475090490347,1169.4456481933594,1159.8946020507813,0.007060207196130178
2023-12-04,1201.2093505859375,RELIANCE.NS,0.010817360041088797,1171.9272827148438,1159.7332958984375,0.007114966491482046
2023-12-05,1209.919921875,RELIANCE.NS,0.007251501401328131,1174.8568542480468,1160.2852124023439,0.007180685351000515
2023-12-06,1221.5091552734375,RELIANCE.NS,0.009578512750230361,1177.8869323730469,1161.2411401367187,0.007239555929513905
2023-12-07,1219.4989013671875,RELIANCE.NS,-0.0016457133354845777,1181.1937072753906,1162.254638671875,0.006996790026132925
2023-12-08,1218.8536376953125,RELIANCE.NS,-0.0005291219788321477,1184.1679382324219,1163.3991650390626,0.007011126150387564
2023-12-11,1220.6405029296875,RELIANCE.NS,0.00146602116867256,1187.8606079101562,1164.5590795898438,0.006276373794165372
2023-12-12,1203.1201171875,RELIANCE.NS,-0.014353436331283831,1190.5693054199219,1165.1065258789063,0.007397920831476477
2023-12-13,1208.03369140625,RELIANCE.NS,0.0040840263150419,1193.5311218261718,1166.097685546875,0.007384108442406966
2023-12-14,1223.0228271484375,RELIANCE.NS,0.012407878893459401,1196.203839111328,1167.2804296875,0.00684513059381602
2023-12-15,1238.63232421875,RELIANCE.NS,0.012763046382958443,1199.5515625,1169.0418920898437,0.007234333587826542
2023-12-18,1251.239013671875,RELIANCE.NS,0.010177910915635469,1203.657421875,1171.0951953125,0.007313206388593787
